case_no,ap_case_defn_key,status_dttm,status,code,value,description,violation_stno,violation_sthigh,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_addr2,contact_city,contact_state,contact_zip,sam_id,latitude,longitude,location,contact_addr1_normalized,zip_str,6a. street #,6b. street name,6c. street suffix,6d. unit #,6e. zip,7. undergraduate (u) or graduate (g),8. full-time (ft) or part-time (pt),9. at-home or not-at-home,9. 5 or more undergrads/unit (y/n),university,year,full_address
V242463,1013,2015-06-05 12:04:30,Closed,105.1,,Failure to Obtain Permit,40,,Evans,ST,Dorchester,MA,02124,17,40 EVANS ST,,Dorchester,MA,02124,54811.0,42.282529553575046,-71.07866266265628,"(42.282529553575046, -71.07866266265628)",40 Evans St,02124,40,Evans,St,Apt 2,2124,U,FT,,N,University of Massachusetts-Boston,2018-2019,40 Evans St
V242463,1013,2015-06-05 12:04:30,Closed,105.1,,Failure to Obtain Permit,40,,Evans,ST,Dorchester,MA,02124,17,40 EVANS ST,,Dorchester,MA,02124,54811.0,42.282529553575046,-71.07866266265628,"(42.282529553575046, -71.07866266265628)",40 Evans St,02124,40,Evans,St,Apt 2,2124,U,FT,N,,University of Massachusetts Boston,2020-2021,40 Evans St
V242463,1013,2015-06-05 12:04:30,Closed,105.1,,Failure to Obtain Permit,40,,Evans,ST,Dorchester,MA,02124,17,40 EVANS ST,,Dorchester,MA,02124,54811.0,42.282529553575046,-71.07866266265628,"(42.282529553575046, -71.07866266265628)",40 Evans St,02124,40,Evans,St,2,2124,U,PT,N,,University of Massachusetts Boston,2020-2021,40 Evans St
V242463,1013,2015-06-05 12:04:30,Closed,105.1,,Failure to Obtain Permit,40,,Evans,ST,Dorchester,MA,02124,17,40 EVANS ST,,Dorchester,MA,02124,54811.0,42.282529553575046,-71.07866266265628,"(42.282529553575046, -71.07866266265628)",40 Evans St,02124,40,Evans,St,2,2124,U,PT,N,,University of Massachusetts-Boston,2021-2022,40 Evans St
V242463,1013,2015-06-05 12:04:30,Closed,105.1,,Failure to Obtain Permit,40,,Evans,ST,Dorchester,MA,02124,17,40 EVANS ST,,Dorchester,MA,02124,54811.0,42.282529553575046,-71.07866266265628,"(42.282529553575046, -71.07866266265628)",40 Evans St,02124,40,Evans,St,Apt 2,2124,U,FT,N,,University of Massachusetts-Boston,2021-2022,40 Evans St
V242463,1013,2015-06-05 12:04:30,Closed,105.1,,Failure to Obtain Permit,40,,Evans,ST,Dorchester,MA,02124,17,40 EVANS ST,,Dorchester,MA,02124,54811.0,42.282529553575046,-71.07866266265628,"(42.282529553575046, -71.07866266265628)",40 Evans St,02124,40,Evans,St,Apt 2,2124,U,PT,At-home,,University of Massachusetts-Boston,2022-2023,40 Evans St
V242463,1013,2015-06-05 12:04:30,Closed,105.1,,Failure to Obtain Permit,40,,Evans,ST,Dorchester,MA,02124,17,40 EVANS ST,,Dorchester,MA,02124,54811.0,42.282529553575046,-71.07866266265628,"(42.282529553575046, -71.07866266265628)",40 Evans St,02124,40,Evans,St,Apt 2,2124,U,FT,At Home,,University of Massachusetts-Boston,2023-2024,40 Evans St
V242461,1013,2015-06-05 11:58:45,Closed,107.4,,Failed to comply w permit term,40,,Evans,ST,Dorchester,MA,02124,17,40 EVANS ST,,Dorchester,MA,02124,54811.0,42.282529553575046,-71.07866266265628,"(42.282529553575046, -71.07866266265628)",40 Evans St,02124,40,Evans,St,Apt 2,2124,U,FT,,N,University of Massachusetts-Boston,2018-2019,40 Evans St
V242461,1013,2015-06-05 11:58:45,Closed,107.4,,Failed to comply w permit term,40,,Evans,ST,Dorchester,MA,02124,17,40 EVANS ST,,Dorchester,MA,02124,54811.0,42.282529553575046,-71.07866266265628,"(42.282529553575046, -71.07866266265628)",40 Evans St,02124,40,Evans,St,Apt 2,2124,U,FT,N,,University of Massachusetts Boston,2020-2021,40 Evans St
V242461,1013,2015-06-05 11:58:45,Closed,107.4,,Failed to comply w permit term,40,,Evans,ST,Dorchester,MA,02124,17,40 EVANS ST,,Dorchester,MA,02124,54811.0,42.282529553575046,-71.07866266265628,"(42.282529553575046, -71.07866266265628)",40 Evans St,02124,40,Evans,St,2,2124,U,PT,N,,University of Massachusetts Boston,2020-2021,40 Evans St
V242461,1013,2015-06-05 11:58:45,Closed,107.4,,Failed to comply w permit term,40,,Evans,ST,Dorchester,MA,02124,17,40 EVANS ST,,Dorchester,MA,02124,54811.0,42.282529553575046,-71.07866266265628,"(42.282529553575046, -71.07866266265628)",40 Evans St,02124,40,Evans,St,2,2124,U,PT,N,,University of Massachusetts-Boston,2021-2022,40 Evans St
V242461,1013,2015-06-05 11:58:45,Closed,107.4,,Failed to comply w permit term,40,,Evans,ST,Dorchester,MA,02124,17,40 EVANS ST,,Dorchester,MA,02124,54811.0,42.282529553575046,-71.07866266265628,"(42.282529553575046, -71.07866266265628)",40 Evans St,02124,40,Evans,St,Apt 2,2124,U,FT,N,,University of Massachusetts-Boston,2021-2022,40 Evans St
V242461,1013,2015-06-05 11:58:45,Closed,107.4,,Failed to comply w permit term,40,,Evans,ST,Dorchester,MA,02124,17,40 EVANS ST,,Dorchester,MA,02124,54811.0,42.282529553575046,-71.07866266265628,"(42.282529553575046, -71.07866266265628)",40 Evans St,02124,40,Evans,St,Apt 2,2124,U,PT,At-home,,University of Massachusetts-Boston,2022-2023,40 Evans St
V242461,1013,2015-06-05 11:58:45,Closed,107.4,,Failed to comply w permit term,40,,Evans,ST,Dorchester,MA,02124,17,40 EVANS ST,,Dorchester,MA,02124,54811.0,42.282529553575046,-71.07866266265628,"(42.282529553575046, -71.07866266265628)",40 Evans St,02124,40,Evans,St,Apt 2,2124,U,FT,At Home,,University of Massachusetts-Boston,2023-2024,40 Evans St
V242216,1013,2015-06-04 09:46:33,Closed,3307.1,,Protection of Adj. Property,126,,Elm,ST,Charlestown,MA,02129,02,126 Elm St,,Charlestown,MA,02129,53047.0,42.38055536724926,-71.0615955741977,"(42.38055536724926, -71.0615955741977)",126 Elm St,02129,126,Elm,St,,2129,U,PT,,N,University of Massachusetts-Boston,2018-2019,126 Elm St
V242216,1013,2015-06-04 09:46:33,Closed,3307.1,,Protection of Adj. Property,126,,Elm,ST,Charlestown,MA,02129,02,126 Elm St,,Charlestown,MA,02129,53047.0,42.38055536724926,-71.0615955741977,"(42.38055536724926, -71.0615955741977)",126 Elm St,02129,126,Elm,St,,2129,U,PT,,N,University of Massachusetts Boston,2019-2020,126 Elm St
V242216,1013,2015-06-04 09:46:33,Closed,3307.1,,Protection of Adj. Property,126,,Elm,ST,Charlestown,MA,02129,02,126 Elm St,,Charlestown,MA,02129,53047.0,42.38055536724926,-71.0615955741977,"(42.38055536724926, -71.0615955741977)",126 Elm St,02129,126,Elm,St,,2129,U,FT,N,,University of Massachusetts Boston,2020-2021,126 Elm St
V234098,1013,2015-06-02 10:50:59,Closed,1001.3.3,,,7,9,Henchman,ST,Boston,MA,02113,03,421 Hanover St,,Boston,MA,02113,72863.0,42.36703951362195,-71.05365041693835,"(42.36703951362195, -71.05365041693835)",421 Hanover St,02113,421,Hanover,St,23,2113,G,FT,,N,Tufts University,2019-2020,421 Hanover St
V234098,1013,2015-06-02 10:50:59,Closed,1001.3.3,,,7,9,Henchman,ST,Boston,MA,02113,03,421 Hanover St,,Boston,MA,02113,72863.0,42.36703951362195,-71.05365041693835,"(42.36703951362195, -71.05365041693835)",421 Hanover St,02113,421,HANOVER,ST,23,2113,G,FT,N,,Tufts University,2020-2021,421 Hanover St
V234098,1013,2015-06-02 10:50:59,Closed,1001.3.3,,,7,9,Henchman,ST,Boston,MA,02113,03,421 Hanover St,,Boston,MA,02113,72863.0,42.36703951362195,-71.05365041693835,"(42.36703951362195, -71.05365041693835)",421 Hanover St,02113,421,HANOVER,ST,,2113,G,FT,N,,Tufts University,2021-2022,421 Hanover St
V234098,1013,2015-06-02 10:50:59,Closed,1001.3.3,,,7,9,Henchman,ST,Boston,MA,02113,03,421 Hanover St,,Boston,MA,02113,72863.0,42.36703951362195,-71.05365041693835,"(42.36703951362195, -71.05365041693835)",421 Hanover St,02113,421,HANOVER,ST,42,2113,G,FT,N,,Tufts University,2021-2022,421 Hanover St
V234098,1013,2015-06-02 10:50:59,Closed,1001.3.3,,,7,9,Henchman,ST,Boston,MA,02113,03,421 Hanover St,,Boston,MA,02113,72863.0,42.36703951362195,-71.05365041693835,"(42.36703951362195, -71.05365041693835)",421 Hanover St,02113,421,HANOVER,ST,23,2113,G,FT,Not-at-Home,,Tufts University,2022-2023,421 Hanover St
V193745,1013,2015-06-02 10:47:58,Closed,1001.3.2,,Testing & Certification,159,,Salem,ST,Boston,MA,02113,03,159 Salem Street,,Boston,MA,02113,121780.0,42.36552851507375,-71.05514742338825,"(42.36552851507375, -71.05514742338825)",159 Salem Street,02113,159,SALEM,STREET,APT 4,2113,G,FT,,,Northeastern University,2016-2017,159 Salem Street
V241175,1013,2015-05-29 10:59:29,Closed,104.6,,Right of Entry,90,,Mount Pleasant,AV,Roxbury,MA,02119,08,90 MT PLEASANT AVE,,ROXBURY,MA,02119,98426.0,42.32573954931516,-71.07774056315102,"(42.32573954931516, -71.07774056315102)",90 Mt Pleasant Ave,02119,90,Mt Pleasant,Ave,,2119,G,FT,N,,Boston University,2020-2021,90 Mt Pleasant Ave
V224742,1013,2015-05-18 10:14:19,Closed,106.5,,Certificate of Inspection,1248,1256,Blue Hill,AV,Mattapan,MA,02126,14,33 Nelson Street,,Dorchester Center,MA,02124,16212.0,42.28145957341454,-71.09205069540324,"(42.28145957341454, -71.09205069540324)",33 Nelson Street,02124,33,Nelson,Street,,2124,U,PT,,N,Urban College of Boston,2022-2023,33 Nelson Street
V229060,1013,2015-05-18 10:07:26,Closed,116.2,,Unsafe and Dangerous,67,69,Devon,ST,Dorchester,MA,02121,14,67 DEVON ST,,DORCHESTER,MA,02121,47591.0,42.309899553848936,-71.07998060313564,"(42.309899553848936, -71.07998060313564)",67 Devon St,02121,67,Devon,St,,2121,U,PT,Not at home,,University of Massachusetts-Boston,2023-2024,67 Devon St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,201,2111,G,FT,,,Tufts University,2018-2019,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,202,2111,G,FT,,,Tufts University,2018-2019,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,203,2111,G,FT,,,Tufts University,2018-2019,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,204,2111,G,FT,,,Tufts University,2018-2019,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,301,2111,G,FT,,,Tufts University,2018-2019,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,305,2111,G,FT,,,Tufts University,2018-2019,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,306,2111,G,FT,,,Tufts University,2018-2019,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,404,2111,G,FT,,,Tufts University,2018-2019,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,504,2111,G,FT,,,Tufts University,2018-2019,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,knapp,St,505,2111,G,FT,,,Tufts University,2018-2019,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,602,2111,G,FT,,,Tufts University,2018-2019,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,606,2111,G,FT,,,Tufts University,2018-2019,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,ST,402,2111,G,FT,,N,Boston University,2018-2019,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,,2111,G,FT,,N,Massachusetts Institute of Technology,2019-2020,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,201,2111,G,FT,,N,Tufts University,2019-2020,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,202,2111,G,FT,,N,Tufts University,2019-2020,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,203,2111,G,FT,,N,Tufts University,2019-2020,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,204,2111,G,FT,,N,Tufts University,2019-2020,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,301,2111,G,FT,,N,Tufts University,2019-2020,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,302,2111,G,FT,,N,Tufts University,2019-2020,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,305,2111,G,FT,,N,Tufts University,2019-2020,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,306,2111,G,FT,,N,Tufts University,2019-2020,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,403,2111,G,FT,,N,Tufts University,2019-2020,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,404,2111,G,FT,,N,Tufts University,2019-2020,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,504,2111,G,FT,,N,Tufts University,2019-2020,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,knapp,St,505,2111,G,FT,,N,Tufts University,2019-2020,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,601,2111,G,FT,,N,Tufts University,2019-2020,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,602,2111,G,FT,,N,Tufts University,2019-2020,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,606,2111,G,FT,,N,Tufts University,2019-2020,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,Knapp,St,,2111,G,FT,N,,Massachusetts Institute of Technology,2020-2021,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,KNAPP,ST,201,2111,G,FT,N,,Tufts University,2020-2021,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,KNAPP,ST,202,2111,G,FT,N,,Tufts University,2020-2021,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,KNAPP,ST,203,2111,G,FT,N,,Tufts University,2020-2021,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,KNAPP,ST,204,2111,G,FT,N,,Tufts University,2020-2021,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,KNAPP,ST,301,2111,G,FT,N,,Tufts University,2020-2021,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,KNAPP,ST,302,2111,G,FT,N,,Tufts University,2020-2021,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,KNAPP,ST,306,2111,G,FT,N,,Tufts University,2020-2021,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,KNAPP,ST,403,2111,G,FT,N,,Tufts University,2020-2021,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,KNAPP,ST,404,2111,G,FT,N,,Tufts University,2020-2021,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,KNAPP,ST,502,2111,G,FT,N,,Tufts University,2020-2021,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,KNAPP,ST,504,2111,G,FT,N,,Tufts University,2020-2021,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,KNAPP,ST,505,2111,G,FT,N,,Tufts University,2020-2021,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,KNAPP,ST,601,2111,G,FT,N,,Tufts University,2020-2021,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,KNAPP,ST,602,2111,G,FT,N,,Tufts University,2020-2021,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,KNAPP,ST,201,2111,G,FT,N,,Tufts University,2021-2022,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,KNAPP,ST,301,2111,G,FT,N,,Tufts University,2021-2022,9 Knapp St
V237728,1013,2015-05-07 14:57:52,Closed,105.1,,Failure to Obtain Permit,9,11,Knapp,ST,Boston,MA,02111,03,9 KNAPP ST,SUITE 4,Boston,MA,02111,166794.0,42.35110741651196,-71.06201079623382,"(42.35110741651196, -71.06201079623382)",9 Knapp St,02111,9,KNAPP,ST,302,2111,G,FT,N,,Tufts University,2021-2022,9 Knapp St
