simple_address_key,student_count,violation_count
390 RIVERWAY 02115,26,1
391 MERIDIAN 02128,1,1
392 BEECH 02131,3,4
3927 WASHINGTON 02131,1,1
394 ASHMONT 02124,1,1
394 MARLBOROUGH 02115,3,2
395 BEACON 02116,1,1
3957 WASHINGTON 02131,5,1
396 MARLBOROUGH 02115,2,2
397 BEACON 02116,10,2
399 MARLBOROUGH 02115,37,1
4 ASHLEY 02130,9,2
4 ATHOL 02134,19,2
4 BATTERY 02109,4,1
4 BUTTONWOOD 02125,2,1
4 CORONADO 02136,1,1
4 ELKO 02135,12,2
4 FARRINGTON 02134,60,1
4 FOUNTAIN 02113,20,1
4 GARDEN COURT 02113,2,3
4 GARDNER 02134,47,3
4 HAMLET 02125,9,2
4 HILLSIDE 02130,8,1
4 KEARSARGE 02119,9,1
4 LANGLEY 02135,1,2
4 LEROY 02122,1,1
4 LONGFELLOW 02114,127,3
4 LORENZO 02122,2,2
4 MICHELANGELO 02113,1,5
4 PRINCE 02113,14,1
4 ROCKLEDGE 02119,4,2
4 SAWYER 02125,12,1
4 SHEAFE 02129,1,1
4 SPARHAWK 02135,1,3
4 THEODORE 02124,1,3
4 WADSWORTH 02134,12,1
4 WELLINGTON HILL 02126,1,1
4 WINTHROP 02128,2,1
40 BATTERY 02109,1,1
40 BOYLSTON 02116,84,1
40 CRESCENT 02125,10,1
40 EVANS 02124,8,2
40 FISHER 02120,29,1
40 FOX 02122,2,1
40 FRANKFORT 02128,11,1
40 GLENWAY 02121,1,1
40 HARRISON 02111,9,11
40 HILLSIDE 02120,11,4
40 HOLIDAY 02122,4,3
40 LANGDON 02119,4,1
40 PRATT 02134,25,1
40 SHEAFE 02113,12,1
40 SPENCER 02124,2,1
40 WASHINGTON 02129,3,1
40 WAUMBECK 02121,3,1
40 WESTWIND 02125,2,1
400 DORCHESTER 02127,4,1
400 HANOVER 02113,8,1
400 MARLBOROUGH 02115,3,2
401 BORDER 02128,1,1
404 MERIDIAN 02128,1,2
406 BEACON 02115,6,2
407 CHELSEA 02128,2,1
407 MARLBOROUGH 02115,13,1
408 HANOVER 02113,2,1
408 SEAVER 02121,5,2
408 SECOND 02127,1,1
409 HUNTINGTON 02115,86,3
409 MARLBOROUGH 02115,172,2
41 ASHFORD 02134,57,2
41 CALUMET 02120,6,3
41 EDGERLY 02115,22,2
41 EGREMONT 02135,22,2
41 FREELAND 02126,2,1
41 GARDNER 02134,1,1
41 IFFLEY 02130,7,1
41 MONTVALE 02131,1,1
41 MONUMENT 02129,1,1
41 MOUNT EVERETT 02125,2,2
41 PARKER HILL 02120,17,3
41 PARKMAN 02122,2,1
41 PLEASANT 02129,5,1
41 PRATT 02134,16,1
41 SUDAN 02125,1,1
41 TEMPLE 02114,2,1
41 UPHAM 02125,1,3
41 VASSAR 02121,1,1
41 WALDECK 02124,4,2
41 WHITFIELD 02124,2,1
41 WORCESTER 02118,14,2
410 HARRISON 02118,4,1
411 MARLBOROUGH 02115,11,3
413 MASSACHUSETTS 02118,24,2
413 SARATOGA 02128,1,1
414 MERIDIAN 02128,1,4
416 HYDE PARK 02131,2,1
416 SEAVER 02121,1,8
419 MERIDIAN 02128,1,3
42 CASPAR 02132,1,1
42 CHAUNCY 02111,11,2
42 DENNIS 02119,4,1
42 GARDNER 02134,86,2
42 IRVING 02114,1,1
42 MALLON 02121,1,1
42 MILL 02122,1,1
42 RALDNE 02136,1,1
42 WEST 02136,1,1
421 MERIDIAN 02128,1,1
421 QUINCY 02125,1,2
422 RIVER 02126,4,4
424 BOWDOIN 02122,3,1
425 BOYLSTON 02116,2,1
425 GALLIVAN 02124,1,3
4258 WASHINGTON 02131,1,2
427 MARLBOROUGH 02115,3,1
428 MERIDIAN 02128,4,1
428 TALBOT 02124,4,3
4281 WASHINGTON 02131,1,1
43 BOULEVARD 02134,16,1
43 BRECK 02135,3,1
43 BUSHNELL 02124,1,3
43 CHARTER 02113,7,2
43 CHELSEA 02128,2,2
43 COMMERCIAL 02110,1,1
43 CONCORD 02118,2,1
43 COPELAND 02119,2,1
43 GLENVILLE 02134,14,1
43 GOVE 02128,21,1
43 KINGSTON 02111,6,3
43 MALTA 02126,1,1
43 MOUNT BOWDOIN 02121,4,1
43 MOUNT PLEASANT 02119,11,1
43 NOTTINGHILL 02135,2,3
43 PARK VALE 02134,49,1
43 PARKTON 02130,6,1
43 PRATT 02134,25,3
43 SAVIN HILL 02125,7,3
43 TILESTON 02113,4,1
430 CHELSEA 02128,1,1
431 SHAWMUT 02118,2,2
432 MERIDIAN 02128,2,1
435 BEACON 02115,2,2
435 CAMBRIDGE 02134,26,1
435 WALNUT 02119,27,1
439 MERIDIAN 02128,6,2
44 ASHFORD 02134,47,3
44 GROVE 02114,4,1
44 HARMON 02126,1,2
44 HIGHLAND 02119,4,2
44 HOLBORN 02121,1,2
44 IRVING 02114,2,1
44 JULIAN 02125,4,2
44 LINDEN 02134,15,5
44 PRATT 02134,31,2
44 ROSEMONT 02136,2,1
441 BEACON 02115,2,1
442 WARREN 02121,2,1
444 NORFOLK 02126,1,1
445 BEECH 02131,1,1
445 QUINCY 02125,1,1
447 PARK 02215,175,5
448 PARK 02215,266,1
449 FRANKFORT 02128,4,1
45 ALLSTON 02134,46,4
45 ASHFORD 02134,168,4
45 BOWDOIN 02114,1,2
45 CHELSEA 02128,1,5
45 CORONA 02124,1,1
45 CRESCENT 02125,13,2
45 ENGLEWOOD 02135,4,1
45 FAYWOOD 02128,1,2
45 FLEET 02109,1,1
45 GROVE 02114,4,1
45 HANCOCK 02114,7,2
45 HARVEST 02125,2,1
45 HEREFORD 02115,3,1
45 HOOKER 02134,3,1
45 ORLEANS 02128,4,5
45 PRATT 02134,14,4
45 RADNOR 02135,43,1
45 SPRING 02132,6,1
450 PARKER 02115,10,1
451 BEACON 02115,14,2
451 MERIDIAN 02128,17,1
452 MERIDIAN 02128,1,4
454 BEACON 02115,18,2
455 PARK 02215,11,1
457 PARK 02215,11,1
46 ADAMS 02122,8,3
46 BEACON 02108,16,1
46 DENNIS 02119,3,4
46 GARDEN 02114,25,4
46 GLENDALE 02125,1,1
46 GREENWOOD 02121,1,2
46 GUILD 02119,2,1
46 IRVING 02114,5,5
46 LAMBERT 02119,1,2
46 LARCHMONT 02124,2,1
46 LEXINGTON 02128,5,1
46 MELROSE 02116,5,1
46 PARK VALE 02134,24,2
46 PRINCETON 02128,1,3
46 RADNOR 02135,48,1
46 VICTORY 02122,2,1
46 WALNUT 02122,4,1
46 WITHINGTON 02124,1,1
461 MASSACHUSETTS 02118,20,2
464 BEACON 02115,12,3
464 COMMONWEALTH 02215,197,2
464 HANOVER 02113,2,1
464 WASHINGTON 02124,4,1
465 PARK 02215,71,3
47 ALPINE 02119,5,1
47 BAY STATE 02215,15,1
47 BICKNELL 02121,1,2
47 CATHERINE 02131,2,1
47 CHELSEA 02128,2,7
47 GARDNER 02134,33,2
47 HARVARD 02129,8,2
47 HEMENWAY 02115,10,2
47 HEREFORD 02115,6,1
47 HOOKER 02134,3,2
47 JULIAN 02125,6,1
47 MAPLE 02136,2,2
47 NEWCASTLE 02135,5,1
47 NOTTINGHILL 02135,2,2
47 OLD HARBOR 02127,1,2
47 PRATT 02134,10,7
47 RUTLAND 02118,8,2
47 SAVIN HILL 02125,3,5
47 STANWOOD 02121,1,1
47 WALLINGFORD 02135,7,5
470 BEACON 02115,4,1
4785 WASHINGTON 02132,1,1
4789 WASHINGTON 02132,1,1
48 ASHFORD 02134,87,2
48 BAILEY 02124,2,1
48 BELLEVUE 02125,1,1
48 BOYLSTON 02130,5,1
48 CUMMINGS 02135,27,1
48 ENGLEWOOD 02135,17,2
48 GOLD 02127,2,1
48 GUILD 02119,9,1
48 MORELAND 02119,1,3
48 MYSTIC 02129,1,3
48 PHILLIPS 02114,2,1
48 SEAVERNS 02130,1,1
48 STOCKTON 02124,2,7
48 STRATHMORE 02135,16,1
48 VINELAND 02135,4,1
48 WINTER 02111,2,3
480 COLUMBUS 02118,2,1
480 NORFOLK 02126,3,1
481 BEACON 02115,12,1
482 BEACON 02115,5,1
483 BEACON 02115,122,4
4833 WASHINGTON 02132,5,2
485 COMMONWEALTH 02215,4,4
487 COMMONWEALTH 02215,3,1
488 DORCHESTER 02127,8,1
49 ALPINE 02119,14,3
49 BEECH GLEN 02119,15,2
49 FARRAGUT 02127,1,1
49 GARDNER 02134,3,3
49 HEREFORD 02115,9,1
49 HOOKER 02134,4,4
49 KINGSDALE 02124,1,1
49 MARINE 02127,1,3
49 MATHER 02124,2,2
49 MOZART 02130,4,2
49 PRATT 02134,28,1
49 QUINT 02134,15,1
49 WALK HILL 02130,1,1
49 WESTMORE 02126,1,1
49 WOODBINE 02119,9,8
4907 WASHINGTON 02132,1,1
492 HARVARD 02124,1,1
4945 WASHINGTON 02132,6,3
496 LAGRANGE 02132,3,1
498 BENNINGTON 02128,8,1
5 ALBEMARLE 02115,6,1
5 ALBEMARLE 02136,2,1
5 APPLETON 02116,4,1
5 ASHFORD 02134,35,1
5 BALLOU 02124,1,2
5 BATTERY 02109,5,2
5 BEALE 02124,3,1
5 BOSTONIA 02135,2,2
5 CHESTERTON 02119,23,1
5 CLEAVES 02119,3,1
5 CONDOR 02128,6,1
5 ESMOND 02121,1,1
5 GREYCLIFF 02135,6,2
5 GRIMES 02127,1,1
5 GROVE 02114,7,2
5 HARTFORD 02125,4,1
5 HOLBORN 02121,2,2
5 IROQUOIS 02120,39,1
5 JOHNNY 02111,10,3
5 JOY 02108,4,1
5 KNAPP 02111,10,1
5 LINDA 02125,8,2
5 LINDEN 02127,1,1
5 LINDEN 02134,10,1
5 LYON 02122,4,2
5 MANOR 02122,2,1
5 NEWCROFT 02126,1,1
5 NOTTINGHAM 02121,1,2
5 PRATT 02134,13,1
5 SHELBY 02128,2,3
5 SPENCER 02124,2,2
5 SPRING GARDEN 02125,10,5
5 SUDAN 02125,1,1
5 SUTTON 02126,1,4
5 TRANSIT 02127,1,1
5 TRENTON 02128,1,1
5 VINSON 02124,1,2
5 WAYNE 02121,1,6
5 WESTVILLE 02124,2,1
5 WEYANOKE 02124,2,1
5 WIGET 02113,22,2
5 WISE 02130,1,2
50 ASHFORD 02134,78,3
50 BARRY 02125,1,2
50 CAUSEWAY 02114,159,5
50 CHARLESGATE EAST 02115,1,1
50 CHARLESGATE EAST 02215,19,1
50 CORONA 02124,2,1
50 ENGLEWOOD 02135,7,1
50 FAIRLAWN 02126,6,1
50 FISHER 02120,33,3
50 GARDNER 02134,42,1
50 HARRIET 02135,3,1
50 HAZELWOOD 02119,1,1
50 HEREFORD 02115,2,2
50 JACOB 02124,2,1
50 PARK 02122,1,1
50 RADNOR 02135,3,2
50 RICHFIELD 02125,2,1
505 COLUMBIA 02125,1,1
505 TREMONT 02116,6,1
51 ALLSTON 02134,22,3
51 BICKNELL 02121,2,3
51 CALUMET 02120,31,1
51 CHESTNUT 02132,2,1
51 CHURCH 02116,11,1
51 EVELYN 02126,1,1
51 GARDNER 02134,36,1
51 GREENWICH 02120,7,1
51 HEMENWAY 02115,36,1
51 HEREFORD 02115,1,1
51 HOLWORTHY 02121,2,4
51 PASADENA 02121,3,2
51 PONTIAC 02120,15,1
51 REVERE 02114,1,1
51 RIVERDALE 02134,3,1
51 SHEPTON 02124,2,1
51 VALE 02119,1,1
510 NORFOLK 02126,1,2
511 MASSACHUSETTS 02118,2,1
514 METROPOLITAN 02136,1,1
518 CAMBRIDGE 02134,58,3
519 GENEVA 02122,1,1
519 PARK 02215,37,2
52 ASHFORD 02134,59,1
52 BEACH 02111,2,2
52 CALUMET 02120,9,1
52 CLARENCE 02119,1,1
52 CUMMINGS 02135,15,2
52 DELLE 02120,18,1
52 GAINSBOROUGH 02115,34,2
52 HULL 02113,2,4
52 IRVING 02114,8,5
52 JOY 02114,14,4
52 LANARK 02135,6,2
52 SALEM 02113,3,1
52 THOMAS 02127,2,2
523 COLUMBUS 02118,18,1
525 TALBOT 02124,2,2
528 BEACON 02215,1,1
528 DORCHESTER 02127,3,1
529 COLUMBUS 02118,8,2
53 ADAMS 02122,4,1
53 BEECH GLEN 02119,20,1
53 BRACKETT 02135,1,1
53 CHELSEA 02128,10,10
53 GARDNER 02134,8,2
53 GLENWAY 02121,5,3
53 HEREFORD 02115,1,2
53 HILLSIDE 02120,16,3
53 PLEASANT 02125,1,4
530 BEACON 02215,2,2
537 COLUMBUS 02118,2,2
54 BATEMAN 02131,1,1
54 BROOKS 02128,25,3
54 DEDHAM 02136,6,1
54 FOWLER 02121,3,2
54 GARDNER 02134,31,3
54 IDAHO 02126,1,2
54 IRVING 02114,2,1
54 PRATT 02134,22,2
54 TEMPLE 02114,3,2
541 ADAMS 02122,4,2
543 MASSACHUSETTS 02118,5,1
55 CALUMET 02120,20,1
55 CIRCUIT 02119,10,1
55 CORONA 02124,1,2
55 CRAWFORD 02121,1,1
55 DUDLEY 02119,20,1
55 EDGEWOOD 02119,2,1
55 ETNA 02135,6,1
55 FENWOOD 02115,2,1
55 HAVRE 02128,2,1
55 HEATH 02130,7,1
55 HILLSIDE 02120,21,1
55 HUTCHINGS 02121,1,1
55 JOHNSTON 02124,1,2
55 LEICESTER 02135,5,1
55 MOUNT HOPE 02131,1,1
55 PLEASANT 02125,1,1
55 SAINT GERMAIN 02115,5,1
55 SAINT STEPHEN 02115,16,1
55 TRAVELER 02118,210,2
55 WINSTON 02124,1,1
550 HUNTINGTON 02115,13,1
554 MASSACHUSETTS 02118,11,3
558 PARK 02124,1,1
56 BYRON 02128,4,1
56 CUMMINGS 02135,27,1
56 GATES 02127,2,2
56 HUMPHREYS 02125,4,1
56 LIVERPOOL 02128,2,1
56 LONDON 02128,2,1
56 PRESENTATION 02135,1,1
56 QUEENSBERRY 02215,104,1
56 RIDGEMONT 02134,11,5
56 SAINT STEPHEN 02115,9,1
560 CENTRE 02130,3,6
566 COMMONWEALTH 02215,68,1
566 WASHINGTON 02135,2,1
567 PARK 02124,1,2
568 BLUE HILL 02121,1,3
569 NORFOLK 02126,2,1
57 ARMANDINE 02124,3,1
57 DAY 02130,4,1
57 FLEET 02109,1,2
57 GERRISH 02135,1,1
57 GREENFIELD 02126,1,1
57 HOBART 02135,3,1
57 HULL 02113,1,2
57 REXFORD 02126,1,2
57 RIVERDALE 02134,12,1
57 VALLEY 02124,2,1
57 WALDEN 02130,22,1
57 WOOLSON 02126,1,3
570 WASHINGTON 02135,2,1
571 CUMMINS 02136,1,2
576 BLUE HILL 02121,1,7
58 BENNINGTON 02128,1,3
58 BOYNTON 02130,6,1
58 BROCK 02135,4,1
58 CLAYBOURNE 02124,2,1
58 ENGLEWOOD 02135,20,2
58 FOWLER 02121,1,1
58 LAKE 02135,18,1
58 TELEGRAPH 02127,2,1
58 TEMPLE 02114,2,1
58 TREMONT 02135,2,2
580 SHAWMUT 02118,4,1
581 CAMBRIDGE 02134,6,1
581 MASSACHUSETTS 02118,16,2
581 SOUTH 02131,1,1
583 TREMONT 02118,3,1
59 BENNINGTON 02128,1,1
59 CENTRE 02124,2,2
59 CHESTERFIELD 02136,5,1
59 DUNBOY 02135,1,1
59 ENDICOTT 02113,15,2
59 FORT 02119,6,1
59 GOODENOUGH 02135,1,1
59 HANCOCK 02114,9,5
59 HARVARD 02111,2,1
59 MYRTLE 02114,11,2
59 PHILLIPS 02114,4,2
59 PONTIAC 02120,4,2
59 PUTNAM 02128,2,1
59 SARATOGA 02128,1,2
59 SNOW HILL 02113,3,1
59 WALES 02124,2,3
596 CAMBRIDGE 02134,6,2
6 ABBOT 02124,2,1
6 ALVAN 02125,1,1
6 BAYARD 02134,3,1
6 BELNEL 02136,2,1
6 BUCKNAM 02120,5,1
6 CAMBRIDGE 02134,1,2
6 CARLISLE 02121,2,1
6 EUNICE 02122,1,3
6 FAYETTE 02116,8,1
6 GRANT 02125,1,1
6 HAZELMERE 02131,1,3
6 INTERVALE 02121,1,1
6 LANGLEY 02135,2,4
6 LINWOOD 02119,10,1
6 LOTHIAN 02135,51,3
6 MANTON 02134,2,1
6 MARGARET 02113,4,1
6 MARIE 02122,3,3
6 MORELAND 02119,6,1
6 NAZING 02121,1,1
6 PARKER HILL 02120,1,1
6 PHILLIPS 02114,8,2
6 ROCKLEDGE 02119,8,1
6 ROZELLA 02122,2,1
6 SAINT MARKS 02124,2,1
6 SHEPHERD 02115,4,1
6 SPARHAWK 02135,12,1
6 STILLMAN 02113,4,1
6 TAFT 02125,1,1
6 WAIT 02120,10,2
6 WAVERLY 02119,3,1
6 WESTCOTT 02124,1,2
6 WOODCLIFF 02125,12,1
60 BELFORT 02125,4,4
60 CALUMET 02120,19,1
60 COOK 02129,1,1
60 DONNYBROOK 02135,4,2
60 FAYSTON 02121,14,1
60 GIBSON 02122,7,1
60 GOVE 02128,6,1
60 JAMAICAWAY 02130,2,1
60 MCLELLAN 02121,3,1
60 MOZART 02130,2,1
60 QUEENSBERRY 02215,21,2
60 RUTLAND 02118,1,1
60 WALWORTH 02131,3,1
60 WARREN 02136,3,1
60 WEBSTER 02128,3,1
60 WENHAM 02130,3,1
60 WEST 02136,2,1
60 WINTHROP 02129,1,1
600 CAMBRIDGE 02134,8,4
600 COLUMBIA 02125,2,5
605 METROPOLITAN 02136,1,1
605 TREMONT 02118,2,1
605 TRUMAN 02136,2,1
606 COLUMBUS 02118,40,1
61 BAILEY 02124,1,2
61 BALDWIN 02129,2,1
61 BOWDOIN 02124,3,2
61 BRAINTREE 02134,3,1
61 BRIGHTON 02134,37,1
61 BROOKLINE 02215,46,1
61 CHARTER 02113,2,1
61 CHELMSFORD 02122,1,2
61 COTTAGE 02128,1,1
61 CRESCENT 02125,15,2
61 DAY 02130,6,1
61 FOREST 02119,2,1
61 NEPONSET 02136,5,1
61 OAKLAND 02135,1,2
61 QUINT 02134,9,1
61 SURREY 02135,1,1
61 WHITE 02128,2,4
610 COLUMBUS 02118,60,4
612 COLUMBUS 02118,36,1
613 DORCHESTER 02127,6,1
614 BENNINGTON 02128,6,2
614 MASSACHUSETTS 02118,22,4
614 SHAWMUT 02118,8,2
616 COLUMBUS 02118,57,1
62 ALEXANDER 02125,1,9
62 BROOKS 02128,1,1
62 CEDAR 02126,2,2
62 EMPIRE 02134,1,1
62 FLORIDA 02124,1,1
62 KIRKWOOD 02135,25,1
62 LONDON 02128,3,1
62 MELROSE 02116,4,1
62 QUEENSBERRY 02215,25,1
62 QUINT 02134,1,2
62 RICHFIELD 02125,1,2
62 SAUNDERS 02134,1,1
620 COLUMBIA 02125,6,1
624 CAMBRIDGE 02134,7,1
624 HYDE PARK 02131,5,2
63 ARMANDINE 02124,3,1
63 DOWNER 02125,2,1
63 FALCON 02128,4,2
63 HARTFORD 02125,3,1
63 I 02127,4,1
63 MARSHFIELD 02119,2,1
63 MAVERICK 02128,2,1
63 MELCHER 02210,2,1
63 SAVIN HILL 02125,1,2
63 STORY 02127,1,1
63 TAMPA 02136,1,1
630 CENTRE 02130,3,1
64 ASHFORD 02134,1,1
64 BAYSWATER 02128,3,2
64 BEACH 02111,5,1
64 CHARLES 02122,4,1
64 DIX 02122,2,1
64 ETNA 02135,1,1
64 FAYWOOD 02128,1,1
64 GOODENOUGH 02135,2,1
64 GOVE 02128,2,2
64 LONDON 02128,2,1
64 LUBEC 02128,13,1
64 MAPLETON 02135,1,2
64 O 02127,1,4
64 REVERE 02114,4,1
64 SEAVER 02121,3,1
64 SULLIVAN 02129,3,1
64 UNDINE 02135,20,2
64 WOOLSON 02126,2,2
643 RIVER 02126,1,1
647 ADAMS 02122,1,1
647 BENNINGTON 02128,1,4
65 ASHFORD 02134,34,1
65 BENNETT 02135,3,2
65 CHARTER 02113,5,2
65 CHESTNUT 02129,3,1
65 CORNWALL 02130,3,1
65 GARDNER 02134,14,2
65 HEMENWAY 02115,60,1
65 MARTHA 02114,14,1
65 MAVERICK 02128,2,2
65 MORRIS 02128,2,1
65 OAKLAND 02135,1,2
65 PHILLIPS 02114,4,2
65 THOMPSON 02136,3,1
65 WALDEMAR 02128,1,1
65 WILLOW 02125,2,1
655 MORTON 02126,1,4
656 ADAMS 02122,1,4
656 BENNINGTON 02128,5,1
66 BEACH POINT 02125,245,1
66 CLIFFORD 02119,10,1
66 EMPIRE 02134,3,2
66 KIRKWOOD 02135,16,1
66 N 02127,3,2
66 SAINT JAMES 02119,6,1
66 WESTLAND 02115,8,1
660 SARATOGA 02128,2,1
661 TREMONT 02118,6,3
665 HUNTINGTON 02115,2,1
666 MASSACHUSETTS 02118,1,1
668 MASSACHUSETTS 02118,4,1
669 MASSACHUSETTS 02118,24,1
67 CHESTER 02134,28,4
67 CRAWFORD 02121,1,1
67 DAKOTA 02124,1,2
67 DEVON 02121,1,1
67 HANCOCK 02114,7,1
67 HARVARD 02134,29,1
67 MORELAND 02119,1,1
67 MORRIS 02128,1,4
67 NONANTUM 02135,7,1
67 PHILLIPS 02114,10,4
67 PONTIAC 02120,12,1
67 STANTON 02124,3,1
67 SYDNEY 02125,2,2
672 MASSACHUSETTS 02118,19,1
673 TREMONT 02118,2,2
677 MASSACHUSETTS 02118,1,1
678 MASSACHUSETTS 02118,3,7
68 BRADSHAW 02121,1,2
68 HILLSIDE 02120,10,1
68 LONDON 02128,1,2
68 PHILLIPS 02114,2,4
68 STANTON 02124,1,2
68 WILLIAM CARDINAL O'CONNELL 02114,1,1
680 MASSACHUSETTS 02118,12,3
681 TREMONT 02118,1,1
682 PARKER 02120,10,2
682 TREMONT 02118,1,1
686 PARKER 02120,12,1
69 FAYWOOD 02128,5,1
69 GAINSBOROUGH 02115,48,2
69 HARVARD 02134,19,1
69 HIGHLAND 02119,4,3
69 MYRTLE 02114,2,1
69 NEPONSET 02122,1,1
69 ROSECLAIR 02125,1,2
69 SAINT BOTOLPH 02116,2,1
69 TELEGRAPH 02127,1,2
690 MASSACHUSETTS 02118,3,2
690 METROPOLITAN 02136,6,1
696 COLUMBUS 02118,7,1
696 TREMONT 02118,6,2
699 WASHINGTON 02124,2,2
7 ALLSTON 02124,2,1
7 ARCADIA 02122,2,5
7 BENTLEY 02135,1,1
7 BYNNER 02130,9,1
7 CAROLINA 02130,13,1
7 CARSON 02125,23,1
7 CHARLES 02114,7,3
7 CHILCOTT 02130,1,1
7 CLERMONT 02124,2,1
7 CUSHMAN 02135,4,1
7 DELANO 02122,1,1
7 EDEN 02129,2,1
7 GERMANIA 02130,2,1
7 GLADESIDE 02126,2,1
7 GROVE 02114,7,1
7 HAVRE 02128,1,3
7 HENCHMAN 02113,4,1
7 HEREFORD 02115,4,4
7 HOLBORN 02121,6,2
7 JOHNNY 02111,1,3
7 LANGFORD 02119,2,1
7 LINDEN 02127,1,1
7 LINDEN 02134,13,4
7 MARGARET 02113,6,1
7 MARK 02130,18,1
7 MINER 02215,48,1
7 OUTLOOK 02126,1,2
7 PHILLIPS 02114,1,2
7 PRATT 02134,1,1
7 PRINCE 02113,1,3
7 REEDSDALE 02134,10,5
7 RIDGEVIEW 02126,3,1
7 ROSEDALE 02124,2,2
7 SACHEM 02120,6,1
7 SHERMAN 02129,2,6
7 SPRING GARDEN 02125,1,1
7 STILLMAN 02113,5,2
7 SUDAN 02125,5,1
7 SYMPHONY 02115,1,1
7 TOPLIFF 02122,2,2
7 UNITY 02113,8,2
7 VERNDALE 02126,1,1
7 WALES 02124,1,4
7 WINSHIP 02135,6,1
7 WORCESTER 02118,6,1
70 BEECHCROFT 02135,3,1
70 BREMEN 02128,5,1
70 CHELSEA 02128,1,1
70 DUNBOY 02135,2,1
70 FLORIDA 02124,1,2
70 JOY 02114,80,2
70 KIRKWOOD 02135,16,1
70 LEICESTER 02135,2,1
70 PETER PARLEY 02130,7,1
70 REVERE 02114,8,3
70 ROCKLAND 02119,8,3
70 STANLEY 02125,1,2
70 WILDWOOD 02126,1,1
700 COLUMBUS 02120,32,1
700 HARRISON 02118,31,1
701 CAMBRIDGE 02135,4,1
702 MASSACHUSETTS 02118,17,1
705 MASSACHUSETTS 02118,41,2
706 ADAMS 02122,1,1
706 HUNTINGTON 02120,1,2
71 ALDIE 02134,13,1
71 ALLSTON 02134,4,3
71 BELLEVUE 02125,1,1
71 BENNINGTON 02128,1,1
71 FAIRBANKS 02135,2,2
71 GLENDALE 02125,1,3
71 JOY 02114,2,1
71 MARION 02128,5,2
71 MYRTLE 02114,1,5
71 SAVIN 02119,3,2
71 SPRING PARK 02130,3,1
71 STANTON 02124,1,1
71 WESTMINSTER 02119,1,1
716 COLUMBUS 02120,1,1
72 COMMONWEALTH 02116,19,2
72 COPELAND 02119,3,1
72 FRANKFORT 02128,15,1
72 PRESCOTT 02128,20,1
72 REVERE 02114,33,2
72 WHITTEN 02122,4,1
720 BENNINGTON 02128,5,1
721 PARKER 02120,29,1
722 CUMMINS 02126,1,1
722 TRUMAN 02136,1,4
725 PARKER 02120,1,1
73 BAKER 02132,1,1
73 BROOKS 02135,3,1
73 HEMENWAY 02115,10,1
73 IROQUOIS 02120,8,1
73 MAIN 02129,1,2
73 MOUNT IDA 02122,1,4
73 PEARL 02129,3,1
73 REVERE 02114,7,2
73 RUTLAND 02118,3,1
73 WALNUT 02119,6,3
733 PARKER 02120,21,1
739 PARKER 02120,23,2
74 ASHFORD 02134,60,2
74 BROOKS 02135,4,1
74 CHESTER 02134,35,13
74 COREY 02135,2,3
74 MYRTLE 02114,7,2
74 SAINT ROSE 02130,6,1
74 TRENTON 02128,1,1
74 TURNER 02135,1,1
75 ARMANDINE 02124,2,1
75 BEACON 02108,2,1
75 CHARTER 02113,3,1
75 EUTAW 02128,3,1
75 FULTON 02109,3,1
75 HARVARD 02134,1,1
75 HOWARD 02125,2,1
75 MOUNT VERNON 02108,5,1
75 PUTNAM 02128,2,1
75 SAINT ALPHONSUS 02120,1155,1
75 TOWER 02130,2,1
75 WALLINGFORD 02135,1,1
750 TRUMAN 02136,1,2
752 TREMONT 02118,2,2
754 HUNTINGTON 02115,12,1
755 BOYLSTON 02116,4,1
76 BOLTON 02127,1,1
76 CENTRE 02124,5,1
76 CHURCH 02122,1,1
76 DAY 02130,5,4
76 EASTON 02134,19,2
76 H 02127,4,1
76 LAWRENCE 02121,2,2
76 LINDEN 02134,9,1
76 NELSON 02124,1,1
76 NEPONSET 02131,1,1
760 CUMMINS 02126,6,1
761 HARRISON 02118,222,3
764 TREMONT 02118,6,4
765 COLUMBIA 02125,3,1
77 BAY STATE 02215,1,3
77 DIX 02122,2,2
77 DUSTIN 02135,3,1
77 EMPIRE 02134,11,8
77 HARRISON 02111,1,1
77 LANARK 02135,2,2
77 LUBEC 02128,2,1
77 WENSLEY 02120,4,1
770 WASHINGTON 02124,1,1
773 COLUMBIA 02125,3,1
779 PARKER 02120,23,1
78 BOWDOIN 02121,2,1
78 GLENVILLE 02134,30,5
78 HAVRE 02128,2,2
78 HOUGHTON 02122,1,2
78 KILSYTH 02135,4,1
78 LEXINGTON 02128,1,1
78 PHILLIPS 02114,3,1
78 ROSSMORE 02130,3,1
780 BOYLSTON 02199,106,3
780 COLUMBUS 02120,9,1
79 BRIGHTON 02134,28,2
79 LINDEN 02134,30,1
79 PHILLIPS 02114,19,1
79 REGIS 02126,2,1
79 REVERE 02114,1,1
79 WEBSTER 02128,4,2
790 HYDE PARK 02131,1,2
797 RIVER 02136,4,2
799 COLUMBIA 02125,5,6
8 BALDWIN 02113,2,2
8 BARD 02119,4,1
8 BEACON 02108,1,1
8 CALDER 02124,1,1
8 CARMEL 02120,22,1
8 CHASE 02125,1,3
8 CHEEVER 02128,1,1
8 CLAXTON 02131,2,1
8 ELDORA 02120,15,1
8 EMMET 02127,2,1
8 EULITA 02135,5,2
8 FAIRFIELD 02116,20,2
8 FAIRMOUNT 02136,2,1
8 GARDNER 02134,16,1
